THEM party,YOU party,CLAUSE,RESPONSIBILITY? (Y/N),YOURS? (Y/N),THEIRS? (Y/N),NEGATED? (Y/N)
Safe Saver,you,Safe Saver will notify you of new changes and provide you the opportunity to accept such changes.,,,,
Safe Saver,you,"c) Your license to use the Toolbar, its components, and any third-party data, will terminate if you violate these restrictions.",,,,
Safe Saver,you,"b) IF, NOTWITHSTANDING THE LIMITATIONS OF LIABILITY SET FORTH ABOVE, Safe Saver OR THE Safe Saver LICENSORS ARE FOUND LIABLE UNDER ANY THEORY, Safe Saver AND THE Safe Saver LICENSORS' LIABILITY UNDER THIS AGREEMENT OR OTHERWISE WITH RESPECT TO THE TOOLBAR AND YOUR EXCLUSIVE REMEDY WILL BE LIMITED TO MONEY DAMAGES NOT TO EXCEED $100.",,,,
Safe Saver,you,"IN SUCH CASE, THE TERMS OF SECTION 10 (e) (SEVERABILITY) BELOW WILL APPLY",,,,
Safe Saver,you,"If there is any conflict between the terms this License Agreement and those in the TOU or Privacy Policy, the terms of this License Agreement will control, except to the extent that the TOU or Privacy Policy impose additional restrictions and liabilities on your actions.",,,,
Safe Saver,you,"As each of these jurisdictions has laws and regulations that may differ from those of Florida, by accessing the Site and using the Toolbar you and Safe Saver agree that the laws of Florida (expect for conflicts of laws principles) will apply to all matters relating to use of the Toolbar.",,,,
Safe Saver,you,"Exclusive jurisdiction must lie with the courts of Florida for all disputes, actions or proceedings arising out of or relating to this License Agreement.",,,,
Safe Saver,you,"In any dispute that arises out of the relationship of Safe Saver and you, including tort claims, the prevailing party will be entitled to attorneys' fees and costs.",,,,
Safe Saver,you,"Regardless of any applicable law to the contrary, any claim or cause of action arising out of or related to the Toolbar, or the use of the Toolbar, must be filed within one year after such claim or cause of action arose.",,,,
Safe Saver,you,"If a provision of this License Agreement is held to be illegal, invalid or unenforceable, then: (i) it must be deemed amended to achieve as nearly as possible the same economic effect as the original provision, and (ii) the legality, validity and enforceability of the remaining provisions of this License Agreement must not be affected or impaired.",,,,
Safe Saver,you,"You will not permit use of or export, directly or indirectly, re-export, divert or transfer the Toolbar in violation of any applicable export control law or regulation, including without limitation, the U.S.",,,,
Moviestorm Limited,You,"If so, this definition of "" the Software "" shall be deemed to include Moviestorm.",,,,
Moviestorm Limited,You,"1.7 You agree that it is a term of your use of this software that you will only use assets (where assets are such digital content as characters, props, sets, animations, effects, textures and music) that are purchased, procured or otherwise sourced from, or directly approved by, Moviestorm Limited.",,,,
Moviestorm Limited,You,"A Publisher's Licence will enable You to use the Modders Workshop and other official modification tools (collectively, Modders' Tools).",,,,
Moviestorm Limited,You,The Modder's Tools User Agreement will be provided to You when Your Publisher's Licence is granted.,,,,
Moviestorm Limited,You,Upgrade versions may require you to pay and/or obtain a License number which will unlock any locked or disabled functionality in the relevant version of the Software.,,,,
Moviestorm Limited,You,Some or all of the features of the Software will only be available to You if you have correctly registered as a user of the software through the mechanism provided on the website at www.moviestorm.co.uk.,,,,
Moviestorm Limited,You,Separate terms and conditions for using the website will be notified to You at the point of registration.,,,,
Moviestorm Limited,You,2.4 SERVICE PASSWORD AND SECURITY: To register for and access the Moviestorm Limited website and the Software You will need to supply Your email address and create a password.,,,,
Moviestorm Limited,You,Moviestorm Limited cannot and will not be liable for any loss or damage arising from Your failure to comply with this Section.,,,,
Moviestorm Limited,You,"3.1 This version of Moviestorm is a General Release version, if it is included in your copy of the programs, it may NOT be copied, distributed royalty free on any CD, Web Site, FTP Site, or made available in other "" download area "" without WRITTEN permission from Moviestorm Limited (which, for the avoidance of doubt, will only be given PROVIDED THAT You do not charge or request donations for any such distributed archives of the program.",,,,
Moviestorm Limited,You,"3.7 EXPORT RESTRICTIONS: You agree that You will not export or re-export the Software or accompanying documentation (or any copies thereof) or any products utilizing the Software or such documentation in violation of any applicable laws or regulations of the United States, the European Union or the country in which You obtained them.",,,,
Moviestorm Limited,You,"Title to, ownership of, and all rights (registerable or moral or otherwise) and interests in and to each and every part of the Software, (including all copyrights, trademarks, patent rights or any other intellectual property rights of whatever nature), and all copies thereof shall remain at all times vested in Moviestorm Limited or its licensors. ",,,,
Moviestorm Limited,You,"If you follow the instructions, the Software will perform substantially as described in the Moviestorm Limited materials that you receive in or with the Software.",,,,
Moviestorm Limited,You,"If You receive supplements, updates, or replacement software during that year, these will be covered for the remainder of the warranty or 30 days, whichever is longer.",,,,
Moviestorm Limited,You,"If the first user transfers the software with the first user's copy of Machinima for Dummies (or any similar product on which Moviestorm is cover-mounted), the remainder of the warranty will apply to the recipient.",,,,
Moviestorm Limited,You,Moviestorm Limited will repair or replace the Software at no charge.,,,,
Moviestorm Limited,You,"If Moviestorm Limited cannot repair or replace it, Moviestorm Limited will refund the amount shown on your receipt for the software (but not the price of any other software or associated materials).",,,,
Moviestorm Limited,You,"It will also repair or replace supplements, updates and replacement software at no charge.",,,,
Moviestorm Limited,You,"If Moviestorm Limited cannot repair or replace them, it will refund the amount you paid for them, if any.",,,,
Moviestorm Limited,You,"8.1 In the event that You fail to comply strictly with the terms and conditions of this Agreement, this Agreement shall terminate forthwith without prejudice to any other remedies which Moviestorm Limited may have.",,,,
Moviestorm Limited,You,"If You write to Moviestorm Limited terminating this agreement, You will also uninstall and cease using the Software.",,,,
